"Port","Service","Protocol","Description"
"6688","clever-tcpip","tcp","CleverView for TCP/IP Message Service"
"6688","","udp","Reserved"
"6689","tsa","tcp","Tofino Security Appliance"
"6689","tsa","udp","Tofino Security Appliance"
"6690","cleverdetect","tcp","CLEVERDetect Message Service"
"6690","","udp","Reserved"
"6691","","","Unassigned"
"6692","","","Unassigned"
"6693","","","Unassigned"
"6694","","","Unassigned"
"6695","","","Unassigned"
"6696","","tcp","Reserved"
"6696","babel","udp","Babel Routing Protocol"
"6697","ircs-u","tcp","Internet Relay Chat via TLS/SSL"
"6697","","udp","Reserved"
"6698","","","Unassigned"
"6699","","","Unassigned"
"6700","","","Unassigned"
"6701","kti-icad-srvr","tcp","KTI/ICAD Nameserver"
"6701","kti-icad-srvr","udp","KTI/ICAD Nameserver"
"6701","","sctp","Unassigned"
"6702","e-design-net","tcp","e-Design network"
"6702","e-design-net","udp","e-Design network"
"6702","","sctp","Unassigned"
"6703","e-design-web","tcp","e-Design web"
"6703","e-design-web","udp","e-Design web"
"6704","","udp","Reserved"
"6704","","tcp","Reserved"
"6704","frc-hp","sctp","ForCES HP (High Priority) channel"
"6705","","udp","Reserved"
"6705","","tcp","Reserved"
"6705","frc-mp","sctp","ForCES MP (Medium Priority) channel"
"6706","","udp","Reserved"
"6706","","tcp","Reserved"
"6706","frc-lp","sctp","ForCES LP (Low priority) channel"
"6707","","","Unassigned"
"6708","","","Unassigned"
"6709","","","Unassigned"
"6710","","","Unassigned"
"6711","","","Unassigned"
"6712","","","Unassigned"
"6713","","","Unassigned"
"6714","ibprotocol","tcp","Internet Backplane Protocol"
"6714","ibprotocol","udp","Internet Backplane Protocol"
"6715","fibotrader-com","tcp","Fibotrader Communications"
"6715","fibotrader-com","udp","Fibotrader Communications"
"6716","princity-agent","tcp","Princity Agent"
"6716","","udp","Reserved"
"6717","","","Unassigned"
"6718","","","Unassigned"
"6719","","","Unassigned"
"6720","","","Unassigned"
"6721","","","Unassigned"
"6722","","","Unassigned"
"6723","","","Unassigned"
"6724","","","Unassigned"
"6725","","","Unassigned"
"6726","","","Unassigned"
"6727","","","Unassigned"
"6728","","","Unassigned"
"6729","","","Unassigned"
"6730","","","Unassigned"
"6731","","","Unassigned"
"6732","","","Unassigned"
"6733","","","Unassigned"
"6734","","","Unassigned"
"6735","","","Unassigned"
"6736","","","Unassigned"
"6737","","","Unassigned"
"6738","","","Unassigned"
"6739","","","Unassigned"
"6740","","","Unassigned"
"6741","","","Unassigned"
"6742","","","Unassigned"
"6743","","","Unassigned"
"6744","","","Unassigned"
"6745","","","Unassigned"
"6746","","","Unassigned"
"6747","","","Unassigned"
"6748","","","Unassigned"
"6749","","","Unassigned"
"6750","","","Unassigned"
"6751","","","Unassigned"
"6752","","","Unassigned"
"6753","","","Unassigned"
"6754","","","Unassigned"
"6755","","","Unassigned"
"6756","","","Unassigned"
"6757","","","Unassigned"
"6758","","","Unassigned"
"6759","","","Unassigned"
"6760","","","Unassigned"
"6761","","","Unassigned"
"6762","","","Unassigned"
"6763","","","Unassigned"
"6764","","","Unassigned"
"6765","","","Unassigned"
"6766","","","Unassigned"
"6767","bmc-perf-agent","tcp","BMC PERFORM AGENT"
"6767","bmc-perf-agent","udp","BMC PERFORM AGENT"
"6768","bmc-perf-mgrd","tcp","BMC PERFORM MGRD"
"6768","bmc-perf-mgrd","udp","BMC PERFORM MGRD"
"6769","adi-gxp-srvprt","tcp","ADInstruments GxP Server"
"6769","adi-gxp-srvprt","udp","ADInstruments GxP Server"
"6770","plysrv-http","tcp","PolyServe http"
"6770","plysrv-http","udp","PolyServe http"
"6771","plysrv-https","tcp","PolyServe https"
"6771","plysrv-https","udp","PolyServe https"
"6772","","","Unassigned"
"6773","","","Unassigned"
"6774","","","Unassigned"
"6775","","","Unassigned"
"6776","","","Unassigned"
"6777","ntz-tracker","tcp","netTsunami Tracker"
"6777","","udp","Reserved"
"6778","ntz-p2p-storage","tcp","netTsunami p2p storage system"
"6778","","udp","Reserved"
"6779","","","Unassigned"
"6780","","","Unassigned"
"6781","","","Unassigned"
"6782","","","Unassigned"
"6783","","","Unassigned"
"6784","","tcp","Reserved"
"6784","bfd-lag","udp","Bidirectional Forwarding Detection (BFD) on Link Aggregation Group (LAG) Interfaces"
"6785","dgpf-exchg","tcp","DGPF Individual Exchange"
"6785","dgpf-exchg","udp","DGPF Individual Exchange"
"6786","smc-jmx","tcp","Sun Java Web Console JMX"
"6786","smc-jmx","udp","Sun Java Web Console JMX"
"6787","smc-admin","tcp","Sun Web Console Admin"
"6787","smc-admin","udp","Sun Web Console Admin"
"6788","smc-http","tcp","SMC-HTTP"
"6788","smc-http","udp","SMC-HTTP"
"6789","radg","tcp","GSS-API for the Oracle Remote Administration Daemon"
"6789","","udp","Reserved"
"6790","hnmp","tcp","HNMP"
"6790","hnmp","udp","HNMP"
"6791","hnm","tcp","Halcyon Network Manager"
"6791","hnm","udp","Halcyon Network Manager"
"6792","","","Unassigned"
"6793","","","Unassigned"
"6794","","","Unassigned"
"6795","","","Unassigned"
"6796","","","Unassigned"
"6797","","","Unassigned"
"6798","","","Unassigned"
"6799","","","Unassigned"
"6800","","","Unassigned"
"6801","acnet","tcp","ACNET Control System Protocol"
"6801","acnet","udp","ACNET Control System Protocol"
"6802","","","Unassigned"
"6803","","","Unassigned"
"6804","","","Unassigned"
"6805","","","Unassigned"
"6806","","","Unassigned"
"6807","","","Unassigned"
"6808","","","Unassigned"
"6809","","","Unassigned"
"6810","","","Unassigned"
"6811","","","Unassigned"
"6812","","","Unassigned"
"6813","","","Unassigned"
"6814","","","Unassigned"
"6815","","","Unassigned"
"6816","","","Unassigned"
"6817","pentbox-sim","tcp","PenTBox Secure IM Protocol"
"6817","","udp","Reserved"
"6818","","","Unassigned"
"6819","","","Unassigned"
"6820","","","Unassigned"
"6821","","","Unassigned"
"6822","","","Unassigned"
"6823","","","Unassigned"
"6824","","","Unassigned"
"6825","","","Unassigned"
"6826","","","Unassigned"
"6827","","","Unassigned"
"6828","","","Unassigned"
"6829","","","Unassigned"
"6830","","","Unassigned"
"6831","ambit-lm","tcp","ambit-lm"
"6831","ambit-lm","udp","ambit-lm"
"6832","","","Unassigned"
"6833","","","Unassigned"
"6834","","","Unassigned"
"6835","","","Unassigned"
"6836","","","Unassigned"
"6837","","","Unassigned"
"6838","","","Unassigned"
"6839","","","Unassigned"
"6840","","","Unassigned"
"6841","netmo-default","tcp","Netmo Default"
"6841","netmo-default","udp","Netmo Default"
"6842","netmo-http","tcp","Netmo HTTP"
"6842","netmo-http","udp","Netmo HTTP"
"6843","","","Unassigned"
"6844","","","Unassigned"
"6845","","","Unassigned"
"6846","","","Unassigned"
"6847","","","Unassigned"
"6848","","","Unassigned"
"6849","","","Unassigned"
"6850","iccrushmore","tcp","ICCRUSHMORE"
"6850","iccrushmore","udp","ICCRUSHMORE"
"6851","","","Unassigned"
"6852","","","Unassigned"
"6853","","","Unassigned"
"6854","","","Unassigned"
"6855","","","Unassigned"
"6856","","","Unassigned"
"6857","","","Unassigned"
"6858","","","Unassigned"
"6859","","","Unassigned"
"6860","","","Unassigned"
"6861","","","Unassigned"
"6862","","","Unassigned"
"6863","","","Unassigned"
"6864","","","Unassigned"
"6865","","","Unassigned"
"6866","","","Unassigned"
"6867","","","Unassigned"
"6868","acctopus-cc","tcp","Acctopus Command Channel"
"6868","acctopus-st","udp","Acctopus Status"
"6869","","","Unassigned"
"6870","","","Unassigned"
"6871","","","Unassigned"
"6872","","","Unassigned"
"6873","","","Unassigned"
"6874","","","Unassigned"
"6875","","","Unassigned"
"6876","","","Unassigned"
"6877","","","Unassigned"
"6878","","","Unassigned"
"6879","","","Unassigned"
"6880","","","Unassigned"
"6881","","","Unassigned"
"6882","","","Unassigned"
"6883","","","Unassigned"
"6884","","","Unassigned"
"6885","","","Unassigned"
"6886","","","Unassigned"
"6887","","","Unassigned"
"6888","muse","tcp","MUSE"
"6888","muse","udp","MUSE"
"6889","","","Unassigned"
"6900","rtimeviewer","tcp","R*TIME Viewer Data Interface"
"6900","","udp","Reserved"
"6901","jetstream","tcp","Novell Jetstream messaging protocol"
"6901","","udp","Reserved"
"6902","","","Unassigned"
"6903","","","Unassigned"
"6904","","","Unassigned"
"6905","","","Unassigned"
"6906","","","Unassigned"
"6907","","","Unassigned"
"6908","","","Unassigned"
"6909","","","Unassigned"
"6910","","","Unassigned"
"6911","","","Unassigned"
"6912","","","Unassigned"
"6913","","","Unassigned"
"6914","","","Unassigned"
"6915","","","Unassigned"
"6916","","","Unassigned"
"6917","","","Unassigned"
"6918","","","Unassigned"
"6919","","","Unassigned"
"6920","","","Unassigned"
"6921","","","Unassigned"
"6922","","","Unassigned"
"6923","","","Unassigned"
"6924","","","Unassigned"
"6925","","","Unassigned"
"6926","","","Unassigned"
"6927","","","Unassigned"
"6928","","","Unassigned"
"6929","","","Unassigned"
"6930","","","Unassigned"
"6931","","","Unassigned"
"6932","","","Unassigned"
"6933","","","Unassigned"
"6934","","","Unassigned"
"6935","ethoscan","tcp","EthoScan Service"
"6935","ethoscan","udp","EthoScan Service"
"6936","xsmsvc","tcp","XenSource Management Service"
"6936","xsmsvc","udp","XenSource Management Service"
"6937","","","Unassigned"
"6938","","","Unassigned"
"6939","","","Unassigned"
"6940","","","Unassigned"
"6941","","","Unassigned"
"6942","","","Unassigned"
"6943","","","Unassigned"
"6944","","","Unassigned"
"6945","","","Unassigned"
"6946","bioserver","tcp","Biometrics Server"
"6946","bioserver","udp","Biometrics Server"
"6947","","","Unassigned"
"6948","","","Unassigned"
"6949","","","Unassigned"
"6950","","","Unassigned"
"6951","otlp","tcp","OTLP"
"6951","otlp","udp","OTLP"
"6952","","","Unassigned"
"6953","","","Unassigned"
"6954","","","Unassigned"
"6955","","","Unassigned"
"6956","","","Unassigned"
"6957","","","Unassigned"
"6958","","","Unassigned"
"6959","","","Unassigned"
"6960","","","Unassigned"
"6961","jmact3","tcp","JMACT3"
"6961","jmact3","udp","JMACT3"
"6962","jmevt2","tcp","jmevt2"
"6962","jmevt2","udp","jmevt2"
"6963","swismgr1","tcp","swismgr1"
"6963","swismgr1","udp","swismgr1"
"6964","swismgr2","tcp","swismgr2"
"6964","swismgr2","udp","swismgr2"
"6965","swistrap","tcp","swistrap"
"6965","swistrap","udp","swistrap"
"6966","swispol","tcp","swispol"
"6966","swispol","udp","swispol"
"6967","","","Unassigned"
"6968","","","Unassigned"
"6969","acmsoda","tcp","acmsoda"
"6969","acmsoda","udp","acmsoda"
"6970","conductor","tcp","Conductor test coordination protocol"
"6970","","udp","Reserved"
"6970","conductor-mpx","sctp","conductor for multiplex"
"6971","","","Unassigned"
"6972","","","Unassigned"
"6973","","","Unassigned"
"6974","","","Unassigned"
"6975","","","Unassigned"
"6976","","","Unassigned"
"6977","","","Unassigned"
"6978","","","Unassigned"
"6979","","","Unassigned"
"6980","","","Unassigned"
"6981","","","Unassigned"
"6982","","","Unassigned"
"6983","","","Unassigned"
"6984","","","Unassigned"
"6985","","","Unassigned"
"6986","","","Unassigned"
"6987","","","Unassigned"
"6988","","","Unassigned"
"6989","","","Unassigned"
"6990","","","Unassigned"
"6991","","","Unassigned"
"6992","","","Unassigned"
"6993","","","Unassigned"
"6994","","","Unassigned"
"6995","","","Unassigned"
"6996","","","Unassigned"
"6997","MobilitySrv","tcp","Mobility XE Protocol"
"6997","MobilitySrv","udp","Mobility XE Protocol"
"6998","iatp-highpri","tcp","IATP-highPri"
"6998","iatp-highpri","udp","IATP-highPri"
"6999","iatp-normalpri","tcp","IATP-normalPri"
"6999","iatp-normalpri","udp","IATP-normalPri"
"7000","afs3-fileserver","tcp","file server itself"
"7000","afs3-fileserver","udp","file server itself"
"7001","afs3-callback","tcp","callbacks to cache managers"
"7001","afs3-callback","udp","callbacks to cache managers"
"7002","afs3-prserver","tcp","users & groups database"
"7002","afs3-prserver","udp","users & groups database"
"7003","afs3-vlserver","tcp","volume location database"
"7003","afs3-vlserver","udp","volume location database"
"7004","afs3-kaserver","tcp","AFS/Kerberos authentication service"
"7004","afs3-kaserver","udp","AFS/Kerberos authentication service"
"7005","afs3-volser","tcp","volume managment server"
"7005","afs3-volser","udp","volume managment server"
"7006","afs3-errors","tcp","error interpretation service"
"7006","afs3-errors","udp","error interpretation service"
"7007","afs3-bos","tcp","basic overseer process"
"7007","afs3-bos","udp","basic overseer process"
"7008","afs3-update","tcp","server-to-server updater"
"7008","afs3-update","udp","server-to-server updater"
"7009","afs3-rmtsys","tcp","remote cache manager service"
"7009","afs3-rmtsys","udp","remote cache manager service"
"7010","ups-onlinet","tcp","onlinet uninterruptable power supplies"
"7010","ups-onlinet","udp","onlinet uninterruptable power supplies"
"7011","talon-disc","tcp","Talon Discovery Port"
"7011","talon-disc","udp","Talon Discovery Port"
"7012","talon-engine","tcp","Talon Engine"
"7012","talon-engine","udp","Talon Engine"
"7013","microtalon-dis","tcp","Microtalon Discovery"
"7013","microtalon-dis","udp","Microtalon Discovery"
"7014","microtalon-com","tcp","Microtalon Communications"
"7014","microtalon-com","udp","Microtalon Communications"
"7015","talon-webserver","tcp","Talon Webserver"
"7015","talon-webserver","udp","Talon Webserver"
"7016","spg","tcp","SPG Controls Carrier"
"7016","spg","udp","SPG Controls Carrier"
"7017","grasp","tcp","GeneRic Autonomic Signaling Protocol"
"7017","grasp","udp","GeneRic Autonomic Signaling Protocol"
"7018","fisa-svc","tcp","FISA Service"
"7018","","udp","Reserved"
"7019","doceri-ctl","tcp","doceri drawing service control"
"7019","doceri-view","udp","doceri drawing service screen view"
"7020","dpserve","tcp","DP Serve"
"7020","dpserve","udp","DP Serve"
"7021","dpserveadmin","tcp","DP Serve Admin"
"7021","dpserveadmin","udp","DP Serve Admin"
"7022","ctdp","tcp","CT Discovery Protocol"
"7022","ctdp","udp","CT Discovery Protocol"
"7023","ct2nmcs","tcp","Comtech T2 NMCS"
"7023","ct2nmcs","udp","Comtech T2 NMCS"
"7024","vmsvc","tcp","Vormetric service"
"7024","vmsvc","udp","Vormetric service"
"7025","vmsvc-2","tcp","Vormetric Service II"
"7025","vmsvc-2","udp","Vormetric Service II"
"7026","","","Unassigned"
"7027","","","Unassigned"
"7028","","","Unassigned"
"7029","","","Unassigned"
"7030","op-probe","tcp","ObjectPlanet probe"
"7030","op-probe","udp","ObjectPlanet probe"
"7031","iposplanet","tcp","IPOSPLANET retailing multi devices protocol"
"7031","","udp","Reserved"
"7032","","","Unassigned"
"7033","","","Unassigned"
"7034","","","Unassigned"
"7035","","","Unassigned"
"7036","","","Unassigned"
"7037","","","Unassigned"
"7038","","","Unassigned"
"7039","","","Unassigned"
"7040","","tcp","Reserved"
"7040","quest-disc","udp","Quest application level network service discovery"
"7041","","","Unassigned"
"7042","","","Unassigned"
"7043","","","Unassigned"
"7044","","","Unassigned"
"7045","","","Unassigned"
"7046","","","Unassigned"
"7047","","","Unassigned"
"7048","","","Unassigned"
"7049","","","Unassigned"
"7050","","","Unassigned"
"7051","","","Unassigned"
"7052","","","Unassigned"
"7053","","","Unassigned"
"7054","","","Unassigned"
"7055","","","Unassigned"
"7056","","","Unassigned"
"7057","","","Unassigned"
"7058","","","Unassigned"
"7059","","","Unassigned"
"7060","","","Unassigned"
"7061","","","Unassigned"
"7062","","","Unassigned"
"7063","","","Unassigned"
"7064","","","Unassigned"
"7065","","","Unassigned"
"7066","","","Unassigned"
"7067","","","Unassigned"
"7068","","","Unassigned"
"7069","","","Unassigned"
"7070","arcp","tcp","ARCP"
"7070","arcp","udp","ARCP"
"7071","iwg1","tcp","IWGADTS Aircraft Housekeeping Message"
"7071","iwg1","udp","IWGADTS Aircraft Housekeeping Message"
"7072","","","Unassigned"
"7073","martalk","tcp","MarTalk protocol"
"7073","","udp","Reserved"
"7074","","","Unassigned"
"7075","","","Unassigned"
"7076","","","Unassigned"
"7077","","","Unassigned"
"7078","","","Unassigned"
"7079","","","Unassigned"
"7080","empowerid","tcp","EmpowerID Communication"
"7080","empowerid","udp","EmpowerID Communication"
"7081","","","Unassigned"
"7082","","","Unassigned"
"7083","","","Unassigned"
"7084","","","Unassigned"
"7085","","","Unassigned"
"7086","","","Unassigned"
"7087","","","Unassigned"
"7088","","tcp","Reserved"
"7088","zixi-transport","udp","Zixi live video transport protocol"
"7089","","","Unassigned"
"7090","","","Unassigned"
"7091","","","Unassigned"
"7092","","","Unassigned"
"7093","","","Unassigned"
"7094","","","Unassigned"
"7095","jdp-disc","udp","Java Discovery Protocol"
"7095","","tcp","Reserved"
"7096","","","Unassigned"
"7097","","","Unassigned"
"7098","","","Unassigned"
"7099","lazy-ptop","tcp","lazy-ptop"
"7099","lazy-ptop","udp","lazy-ptop"
"7100","font-service","tcp","X Font Service"
"7100","font-service","udp","X Font Service"
"7101","elcn","tcp","Embedded Light Control Network"
"7101","elcn","udp","Embedded Light Control Network"
"7102","","","Unassigned"
"7103","","","Unassigned"
"7104","","","Unassigned"
"7105","","","Unassigned"
"7106","","","Unassigned"
"7107","","tcp","Reserved"
"7107","aes-x170","udp","AES-X170"
"7108","","","Unassigned"
"7109","","","Unassigned"
"7110","","","Unassigned"
"7111","","","Unassigned"
"7112","","","Unassigned"
"7113","","","Unassigned"
"7114","","","Unassigned"
